id,orden,palabra,valoracion,etiqueta
#縉OMBRE?,4,Innovaci贸n,10,Tecnolog韆
#縉OMBRE?,5,Dificultad,10,
#縉OMBRE?,1,Manipulaci贸n,0,
#縉OMBRE?,2,Informacion,10,Informaci髇
#縉OMBRE?,3,Politica,0,
#縉OMBRE?,4,Dominio,0,
#縉OMBRE?,5,Ayuda,10,
#縉OMBRE?,1,Conexiones infinitas,9,
#縉OMBRE?,2,Internet,10,
#縉OMBRE?,3,Inteligencia artificial,9,
#縉OMBRE?,4,Nuevos softwares,10,
#縉OMBRE?,5,Respuestas,9,
#縉OMBRE?,1,An谩lisis,7,Tecnolog韆
#縉OMBRE?,2,Escala,5,
#縉OMBRE?,3,Datos,5,Informaci髇
#縉OMBRE?,4,Vigilancia,4,
#縉OMBRE?,5,Ciencia,9,Tecnolog韆
#縉OMBRE?,1,Ciencia,4,Tecnolog韆
#縉OMBRE?,2,Ficcion,5,
#縉OMBRE?,3,Futuro,9,Tecnolog韆
#縉OMBRE?,4,Trabajo,10,Sociedad
#縉OMBRE?,5,Cambio,5,
#縉OMBRE?,1,Peligrosa,0,
#縉OMBRE?,2,Cuidado ,9,
#縉OMBRE?,3,Control,7,Control
#縉OMBRE?,4,Respondabilidad,6,
#縉OMBRE?,5,Negocios,0,
#縉OMBRE?,1,Gran base de datos,4,
#縉OMBRE?,2,Nube ,7,
#縉OMBRE?,3,Imformatica,9,
#縉OMBRE?,4,Datos personales,1,
#縉OMBRE?,5,B煤squeda,4,
#縉OMBRE?,1,Rob贸tica,7,
#縉OMBRE?,2,Tecnolog铆a,8,Tecnolog韆
#縉OMBRE?,3,Algoritmos,9,
#縉OMBRE?,4,Tareas,7,
#縉OMBRE?,5,"Ayuda social (medicina, research)",8,
#縉OMBRE?,1,Informacion,8,Informaci髇
#縉OMBRE?,2,Big data,10,
#縉OMBRE?,3,Informatica,8,Tecnolog韆
#縉OMBRE?,4,Valor,10,
#縉OMBRE?,5,Informatica,9,Tecnolog韆
#縉OMBRE?,1,Robots,9,
#縉OMBRE?,2,Software ,9,
#縉OMBRE?,3,Automatizacion,5,Automatizaci髇
#縉OMBRE?,4,Tecnologia,9,Tecnolog韆
#縉OMBRE?,5,Futuro,9,Tecnolog韆
#縉OMBRE?,1,Cantidad,9,
#縉OMBRE?,2,Usuarios,9,
#縉OMBRE?,3,Algoritmos,9,
#縉OMBRE?,4,Gustos,7,
#縉OMBRE?,5,Sistemas,8,
#縉OMBRE?,1,datos,5,Informaci髇
#縉OMBRE?,2,sistema binario,5,
#縉OMBRE?,3,numero,5,
#縉OMBRE?,4,informacion codificada,5,
#縉OMBRE?,5,0-1-2,5,
#縉OMBRE?,1,Informacion,5,Informaci髇
#縉OMBRE?,2,Privacidad,1,
#縉OMBRE?,3,Libertad,2,Sociedad
#縉OMBRE?,4,Publicidad,1,Medios
#縉OMBRE?,5,Tecnologia ,5,
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Capacidad Velocidad,10,
#縉OMBRE?,3,Procesamiento de datos,10,
#縉OMBRE?,4,Tecnologia de la informaci贸n,10,
#縉OMBRE?,5,Capacidad para analizar y relacionar d,10,
#縉OMBRE?,1,Autom谩tico ,7,
#縉OMBRE?,2,Rob贸tico ,5,
#縉OMBRE?,3,Algo no producido directamente  por el hombre ,3,
#縉OMBRE?,4,Poco sensible ,2,
#縉OMBRE?,5,Computaci贸n ,6,
#縉OMBRE?,1,TEGNOLOGIA,5,
#縉OMBRE?,2,AVANCES,5,
#縉OMBRE?,3,REVOLUCION,5,
#縉OMBRE?,4,COMODIDAD,5,
#縉OMBRE?,5,CONFORT,5,
#縉OMBRE?,1,R studio,10,
#縉OMBRE?,2,estad铆stica,10,Informaci髇
#縉OMBRE?,3,internet,10,
#縉OMBRE?,4,control,2,Control
#縉OMBRE?,5,modelos,10,
#縉OMBRE?,1,robots,6,
#縉OMBRE?,2,Aislamiento social,4,
#縉OMBRE?,3,Perdidas de trabajo,3,
#縉OMBRE?,4,Posibilidades,7,
#縉OMBRE?,5,Terminator,1,Inteligencia Artificial
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Conocimiento,10,
#縉OMBRE?,3,Control,2,Control
#縉OMBRE?,4,Nada,5,
#縉OMBRE?,5,Nada,5,
#縉OMBRE?,1,Estad铆stica,8,Informaci髇
#縉OMBRE?,2,Informaci贸n,8,Informaci髇
#縉OMBRE?,3,Intrusi贸n a la privacidad,0,
#縉OMBRE?,4,Matem谩tica,9,
#縉OMBRE?,5,Capital humano,9,
#縉OMBRE?,1,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,2,Futuro,3,Tecnolog韆
#縉OMBRE?,3,Dominaci贸n,0,
#縉OMBRE?,4,Independencia,7,
#縉OMBRE?,5,Progreso,7,
#縉OMBRE?,1,Computadora,8,Tecnolog韆
#縉OMBRE?,2,M谩quinas autom谩tizadas,6,
#縉OMBRE?,3,Robot,4,Inteligencia Artificial
#縉OMBRE?,4,Futuro,8,Tecnolog韆
#縉OMBRE?,5,Incertidumbre,3,Incertidumbre
#縉OMBRE?,1,Poder,10,Control
#縉OMBRE?,2,Sabidur铆a,9,
#縉OMBRE?,3,Valor,10,
#縉OMBRE?,4,Fortaleza,10,
#縉OMBRE?,5,Supervivencia,10,
#縉OMBRE?,1,Tecnologia,8,Tecnolog韆
#縉OMBRE?,2,Maquinas,4,
#縉OMBRE?,3,Robotica,5,
#縉OMBRE?,4,Computacion,7,
#縉OMBRE?,5,Electronica,4,
#縉OMBRE?,1,Tecnolog铆a ,9,Tecnolog韆
#縉OMBRE?,2,Futuro,10,Tecnolog韆
#縉OMBRE?,3,Informatica,10,Tecnolog韆
#縉OMBRE?,4,Digitalidad,10,
#縉OMBRE?,5,Algoritmo,10,
#縉OMBRE?,1,Grandes datos,5,
#縉OMBRE?,2,Vol煤menes de datos,10,
#縉OMBRE?,3,Datos estructurados,5,
#縉OMBRE?,4,Datos de gran envergadura,5,
#縉OMBRE?,5,Nuevos servicios comerciales,5,
#縉OMBRE?,1,Corporaciones,2,
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Espionaje,1,
#縉OMBRE?,4,Robo,0,
#縉OMBRE?,5,Encubierto,0,
#縉OMBRE?,1,Innovaci贸n,10,Tecnolog韆
#縉OMBRE?,2,Automatizaci贸n,7,
#縉OMBRE?,3,Investigaci贸n,10,Medios
#縉OMBRE?,4,Despidos,1,
#縉OMBRE?,5,Comunicaci贸n,6,
#縉OMBRE?,1,acumulacion,7,
#縉OMBRE?,2,infinito,8,
#縉OMBRE?,3,captacion,5,
#縉OMBRE?,4,universal,7,
#縉OMBRE?,5,estudio,8,Educaci髇
-M33i_ThEOTL3z-8DLKG,1,Perdida de privacidad,0,
-M33i_ThEOTL3z-8DLKG,2,Nuevas tecnolog铆as,10,
-M33i_ThEOTL3z-8DLKG,3,Perdida de autenticidad,0,
-M33i_ThEOTL3z-8DLKG,4,Generaci贸n perezosa,0,
-M33i_ThEOTL3z-8DLKG,5,Nuevos desaf铆os,5,
-M33i_ThEOTL3z-8DLKG,6,Crecimiento y desarrollo social,10,
-M33i_ThEOTL3z-8DLKG,7,Acumulaci贸n de capital,0,
#縉OMBRE?,1,Futuro,9,Tecnolog韆
#縉OMBRE?,2,Tecnolog铆a,7,Tecnolog韆
#縉OMBRE?,3,Pensamiento,10,Inteligencia Artificial
#縉OMBRE?,4,Nuevas estrategias,7,
#縉OMBRE?,5,Rob贸tica,8,
#縉OMBRE?,1,Futuro,10,Tecnolog韆
#縉OMBRE?,2,Revoluci贸n,10,Sociedad
#縉OMBRE?,3,automatizaci贸n,10,
#縉OMBRE?,4,sistem谩tico,9,
#縉OMBRE?,5,incremental,8,
-M3SNRpAxiy-4pTlRfxi,1,informaci贸n,8,Informaci髇
-M3SNRpAxiy-4pTlRfxi,2,disponibilidad,9,
-M3SNRpAxiy-4pTlRfxi,3,riesgo,1,
-M3SNRpAxiy-4pTlRfxi,4,intimidad,2,
-M3SNRpAxiy-4pTlRfxi,5,computaci贸n,7,
#縉OMBRE?,1,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,2,Velocidad,10,Automatizaci髇
#縉OMBRE?,3,Informaci贸n,10,Informaci髇
#縉OMBRE?,4,Intimidad,3,
#縉OMBRE?,5,Conexi贸n,10,
#縉OMBRE?,1,Innovacion ,5,
#縉OMBRE?,2,Tecnologia,5,Tecnolog韆
#縉OMBRE?,3,Evolucion,5,
#縉OMBRE?,4,Investigacion,5,Medios
#縉OMBRE?,5,Impacto,5,
#縉OMBRE?,1,Dificil,2,
#縉OMBRE?,2,B煤squeda ,6,
#縉OMBRE?,3,Estudio ,5,Informaci髇
#縉OMBRE?,4,Cantidades ,5,
#縉OMBRE?,5,Soluciones ,8,
#縉OMBRE?,1,Grande,7,
#縉OMBRE?,2,Datos,7,Informaci髇
#縉OMBRE?,3,Comunicaci贸n ,7,
#縉OMBRE?,4,Comercializaci贸n ,4,
#縉OMBRE?,5,Globalizaci贸n ,2,
#縉OMBRE?,1,Aprendizaje ,10,Educaci髇
#縉OMBRE?,2,Sabiduria ,10,
#縉OMBRE?,3,Instruirse ,10,
#縉OMBRE?,4,Saber,10,
#縉OMBRE?,5,Crecimiento ,10,
#縉OMBRE?,1,Efectividad,8,
#縉OMBRE?,2,Futuro,5,Tecnolog韆
#縉OMBRE?,3,Posibilidades,10,
#縉OMBRE?,4,Desempleo,2,Incertidumbre
#縉OMBRE?,5,Dependencia,2,
#縉OMBRE?,1,estad铆stica ,9,
#縉OMBRE?,2,objetividad,7,
#縉OMBRE?,3,probabilidad,4,
#縉OMBRE?,4,predicciones,5,
#縉OMBRE?,5,contexto,7,
#縉OMBRE?,1,Estsdo,9,
#縉OMBRE?,2,Inversi贸n ,10,
#縉OMBRE?,3,Dedtinatarios,2,
#縉OMBRE?,4,Aplicaci贸n ,4,
#縉OMBRE?,5,Difusi贸n ,2,
#縉OMBRE?,1,Datos ,6,
#縉OMBRE?,2,Internet,5,
#縉OMBRE?,3,Navegaci贸m,5,
#縉OMBRE?,4,Privacidad,5,
#縉OMBRE?,5,Derechos,5,
#縉OMBRE?,1,Internet,10,
#縉OMBRE?,2,Online,10,
#縉OMBRE?,3,Promos,10,
#縉OMBRE?,4,Datos,10,Informaci髇
#縉OMBRE?,5,Email,10,
#縉OMBRE?,1,Compilar informaci贸n,5,
#縉OMBRE?,2,Banco de datos,5,
#縉OMBRE?,3,Inform谩tica,5,
#縉OMBRE?,4,Informaci贸n virtual,5,
#縉OMBRE?,5,Internet,5,
#縉OMBRE?,1,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,2,Base de datos,5,
#縉OMBRE?,3,Matem谩tica,7,
#縉OMBRE?,4,Estad铆stica,10,Informaci髇
#縉OMBRE?,5,F贸rmulas,8,
-M3vufbKu1--Lc2bgBC-,1,Utilizaci贸n de informaci贸n,5,
-M3vufbKu1--Lc2bgBC-,2,Rapidez,1,
-M3vufbKu1--Lc2bgBC-,3,No reconoce grises,8,
-M3vufbKu1--Lc2bgBC-,4,Arma perfiles rigurosos,5,
-M3vufbKu1--Lc2bgBC-,5,No contempla la diferencia,10,
-M3vufbKu1--Lc2bgBC-,6,Herramienta ,8,
#縉OMBRE?,1,Internet,10,
#縉OMBRE?,2,Almacenamiento ,10,
#縉OMBRE?,3,Base de datos,5,
#縉OMBRE?,4,Capacidad ,5,
#縉OMBRE?,5,Velocidad,5,Automatizaci髇
#縉OMBRE?,1,Robots,3,
#縉OMBRE?,2,Deshumanizaci贸n,1,
#縉OMBRE?,3,Computadora,8,Tecnolog韆
#縉OMBRE?,4,Reconocimiento facial,2,
#縉OMBRE?,5,Programaci贸n,8,
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Excesiva,5,
#縉OMBRE?,3,Canales,9,
#縉OMBRE?,4,Inclusi贸n ,10,
#縉OMBRE?,5,脷til ,10,
#縉OMBRE?,1,Avances,10,
#縉OMBRE?,2,Investigaci贸n,10,Medios
#縉OMBRE?,3,Robots,5,
#縉OMBRE?,4,Desempleo,0,Incertidumbre
#縉OMBRE?,5,Comodidad,6,
#縉OMBRE?,1,Intelgiencia,10,
#縉OMBRE?,2,Educacion,10,
#縉OMBRE?,3,Privilegio,10,
#縉OMBRE?,4,Soberbia,0,
#縉OMBRE?,5,Aprendizaje,10,Educaci髇
#縉OMBRE?,1,Tecnologia,7,Tecnolog韆
#縉OMBRE?,2,Internet,7,
#縉OMBRE?,3,Informaci贸n,7,Informaci髇
#縉OMBRE?,4,Vigilancia,3,
#縉OMBRE?,5,Control,2,Control
#縉OMBRE?,1,infomaci贸n,10,
#縉OMBRE?,2,tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,3,programadores,10,
#縉OMBRE?,4,an谩lisis de mercado/consumidores,10,
#縉OMBRE?,5,segmentaci贸n,5,
#縉OMBRE?,1,control,1,Control
#縉OMBRE?,2,informaci贸n,5,Informaci髇
#縉OMBRE?,3,marketing,1,
#縉OMBRE?,4,infinito,5,
#縉OMBRE?,5,conexi贸n,5,
#縉OMBRE?,1,Patron,5,
#縉OMBRE?,2,Comportamiento,5,
#縉OMBRE?,3,Investigacion,7,Medios
#縉OMBRE?,4,Informacion,7,Informaci髇
#縉OMBRE?,5,Marketing,2,
#縉OMBRE?,1,Construcci贸n,10,
#縉OMBRE?,2,Episteme,10,
#縉OMBRE?,3,Piaget,10,
#縉OMBRE?,4,Libros,10,
#縉OMBRE?,5,Saber,10,
#縉OMBRE?,1,Memoria artificial,5,
#縉OMBRE?,2,Muchos datos,5,
#縉OMBRE?,3,Muchos datos cargados,5,
#縉OMBRE?,4,Gran informaci贸n guardada,5,
#縉OMBRE?,5,M谩quina guarda datos,5,
#縉OMBRE?,1,Privacidad (p茅rdida de),0,
#縉OMBRE?,2,An谩lisis,8,Tecnolog韆
#縉OMBRE?,3,Recurso,5,
#縉OMBRE?,4,Computaci贸n,7,
#縉OMBRE?,5,Lugar com煤n,2,
#縉OMBRE?,1,Drako,10,
#縉OMBRE?,2,Carrera,10,
#縉OMBRE?,3,Futuro,10,Tecnolog韆
#縉OMBRE?,4,Hijo,10,
#縉OMBRE?,5,Proyeccion,10,
#縉OMBRE?,1,Universo,8,
#縉OMBRE?,2,Control,1,Control
#縉OMBRE?,3,Manipulaci贸n,1,
#縉OMBRE?,4,Acceso,5,
#縉OMBRE?,5,Democratizaci贸n,6,
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Intromisi贸n,2,
#縉OMBRE?,3,Instanteneidad,7,
#縉OMBRE?,4,Marketing,7,
#縉OMBRE?,5,Redes,7,Tecnolog韆
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Noticias,10,
#縉OMBRE?,4,Llamar atenci贸n,0,
#縉OMBRE?,5,Acced茅 ahora,5,
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Grande,10,
#縉OMBRE?,3,Confiable ,5,
#縉OMBRE?,4,Interesante ,5,
#縉OMBRE?,5,Contenido,5,
#縉OMBRE?,1,internet,10,
#縉OMBRE?,2,redes sociales,9,
#縉OMBRE?,3,informacion,6,Informaci髇
#縉OMBRE?,4,trabajo,10,Sociedad
#縉OMBRE?,5,intercambio,10,
#縉OMBRE?,1,Grande,10,
#縉OMBRE?,2,Datos ,10,
#縉OMBRE?,3,Numerosos ,10,
#縉OMBRE?,4,Muchos,10,
#縉OMBRE?,5,Informaci贸n ,10,Informaci髇
#縉OMBRE?,1,Organizaci贸n,8,
#縉OMBRE?,2,Biblioteca,10,
#縉OMBRE?,3,Pruebas,9,
#縉OMBRE?,4,Enciclopedismo,3,
#縉OMBRE?,5,Tecnolog铆as,8,
#縉OMBRE?,1,Saberes,0,
#縉OMBRE?,2,Exoeriencia,0,
#縉OMBRE?,3,Aprendizaje,0,Educaci髇
#縉OMBRE?,4,Memorizacion,10,
#縉OMBRE?,5,Repeticion,10,
#縉OMBRE?,1,Base de datos,5,
#縉OMBRE?,2,Privacidad,2,
#縉OMBRE?,3,Marketing,5,
#縉OMBRE?,4,Estrategia,5,
#縉OMBRE?,5,Monetizaci贸n,3,
#縉OMBRE?,1,Base de datos,0,
#縉OMBRE?,2,Servidor web,0,
#縉OMBRE?,3,Programaci贸n ,0,
#縉OMBRE?,4,Mantenimiento ,0,
#縉OMBRE?,5,Inform谩tica f铆sica ,0,
#縉OMBRE?,1,Ciencia,5,Tecnolog韆
#縉OMBRE?,2,Tecnolog铆a,5,Tecnolog韆
#縉OMBRE?,3,Humanidad,5,
#縉OMBRE?,4,Manipular,5,
#縉OMBRE?,5,L铆mites 茅ticos,5,
#縉OMBRE?,1,Academia,8,
#縉OMBRE?,2,Ciencia,10,Tecnolog韆
#縉OMBRE?,3,Progreso,8,
#縉OMBRE?,4,Reflexi贸n,8,
#縉OMBRE?,5,Comprensi贸n,9,
#縉OMBRE?,1,Necesario,10,Automatizaci髇
#縉OMBRE?,2,Libre,10,
#縉OMBRE?,3,Sesgado,0,
#縉OMBRE?,4,Ignorancia,1,Control
#縉OMBRE?,5,Tecnolog铆a,9,Tecnolog韆
#縉OMBRE?,1,Robots,2,
#縉OMBRE?,2,Desarrollo cient铆fico,7,
#縉OMBRE?,3,Deshumanizaci贸n,1,
#縉OMBRE?,4,No se discuten los efectos 茅ticos ,3,
#縉OMBRE?,5,Manipulaci贸n,2,
#縉OMBRE?,1,Informaci贸n,8,Informaci髇
#縉OMBRE?,2,Comunicaci贸n,7,
#縉OMBRE?,3,Intercambio,8,
#縉OMBRE?,4,Global,5,
#縉OMBRE?,5,Ideas,8,
#縉OMBRE?,1,Manipulaci贸n,2,
#縉OMBRE?,2,Ampliar,7,
#縉OMBRE?,3,Intereses ,4,
#縉OMBRE?,4,Trascendente,6,
#縉OMBRE?,5,Mejorar,8,
#縉OMBRE?,1,Robot,5,Inteligencia Artificial
#縉OMBRE?,2,Cerebro,10,
#縉OMBRE?,3,Objeto,6,
#縉OMBRE?,4,Ayuda,9,
#縉OMBRE?,5,Sistema,5,
#縉OMBRE?,1,Datos,8,Informaci髇
#縉OMBRE?,2,Anal铆tica,8,
#縉OMBRE?,3,Informaci贸n,8,Informaci髇
#縉OMBRE?,4,Decisiones,8,
#縉OMBRE?,5,Negocios,8,
#縉OMBRE?,1,Pensador,10,
#縉OMBRE?,2,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,3,Independiente,9,
#縉OMBRE?,4,Programaci贸n,10,
#縉OMBRE?,5,Elecciones dudosas,5,
#縉OMBRE?,6,Desarrollo ,10,
#縉OMBRE?,7,Avance,10,Tecnolog韆
#縉OMBRE?,8,Humano,8,
#縉OMBRE?,1,Inform谩tica ,8,
#縉OMBRE?,2,Computaci贸n ,8,
#縉OMBRE?,3,Tecnolog铆a ,8,Tecnolog韆
#縉OMBRE?,4,Datos,7,Informaci髇
#縉OMBRE?,5,Matem谩ticas ,7,
-M4B6M8TEh_l-0P36sgI,1,Computaci贸n ,8,
-M4B6M8TEh_l-0P36sgI,2,Almacenamiento,8,
-M4B6M8TEh_l-0P36sgI,3,Tecnolog铆a ,8,Tecnolog韆
-M4B6M8TEh_l-0P36sgI,4,Avances,8,
-M4B6M8TEh_l-0P36sgI,5,Conectividad,7,
#縉OMBRE?,1,dependencia ,3,
#縉OMBRE?,2,mayor facilidad para conseguir informaci贸n ,8,
#縉OMBRE?,3,sobreabundancia de informaci贸n ,3,
#縉OMBRE?,4,irrealidad ,1,
#縉OMBRE?,5,inform谩tica ,7,
#縉OMBRE?,1,Computaci贸n ,0,
#縉OMBRE?,2,Visual estudio ,0,
#縉OMBRE?,3,Windows ,10,
#縉OMBRE?,4,Excel ,5,
#縉OMBRE?,5,Programaci贸n ,0,
#縉OMBRE?,1,Asistencia ,10,
#縉OMBRE?,2,Divertirse,10,
#縉OMBRE?,3,Sexo,5,
#縉OMBRE?,4,Salud,10,
#縉OMBRE?,5,Orientacion,10,
#縉OMBRE?,1,Datos,7,Informaci髇
#縉OMBRE?,2,Informaci贸n,5,Informaci髇
#縉OMBRE?,3,Flujo,5,
#縉OMBRE?,4,Internet,5,
#縉OMBRE?,5,Estad铆stica,5,Informaci髇
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Tecnologia,10,Tecnolog韆
#縉OMBRE?,3,Evoluci贸n,9,
#縉OMBRE?,4,Educaci贸n,10,
#縉OMBRE?,5,Cambio,8,
#縉OMBRE?,1,Maquinas,7,
#縉OMBRE?,2,Evolucion,10,
#縉OMBRE?,3,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,4,Medicina ,9,
#縉OMBRE?,5,Biologia,8,
#縉OMBRE?,1,Robot,6,Inteligencia Artificial
#縉OMBRE?,2,Internet,8,
#縉OMBRE?,3,Humanidad,9,
#縉OMBRE?,4,Avance,7,Tecnolog韆
#縉OMBRE?,5,Electricidad,7,
#縉OMBRE?,1,An谩lisis,9,Tecnolog韆
#縉OMBRE?,2,Informaci贸n,9,Informaci髇
#縉OMBRE?,3,Flujos,9,
#縉OMBRE?,4,Interdisciplinar,8,
#縉OMBRE?,5,Tecnolog铆a,8,Tecnolog韆
#縉OMBRE?,1,Dato,3,
#縉OMBRE?,2,Informacion,3,Informaci髇
#縉OMBRE?,3,Tecnolog铆a,6,Tecnolog韆
#縉OMBRE?,4,Humano,9,
#縉OMBRE?,5,Variables,5,
#縉OMBRE?,1,Raro,5,
#縉OMBRE?,2,Interesante ,5,
#縉OMBRE?,3,Sencillo ,5,
#縉OMBRE?,4,Complicado,3,
#縉OMBRE?,5,Ingenioso,5,
#縉OMBRE?,1,Computadoras,10,
#縉OMBRE?,2,Sobreestimulaci贸n,3,
#縉OMBRE?,3,Programador,5,
#縉OMBRE?,4,Informaci贸m,8,
#縉OMBRE?,5,Empresas,1,
#縉OMBRE?,1,Ciberespacio,10,
#縉OMBRE?,2,Virtualidad,10,
#縉OMBRE?,3,Webperiodismo,10,
#縉OMBRE?,4,Stalker,0,
#縉OMBRE?,5,TIC,7,
#縉OMBRE?,1,Aprendizaje,10,Educaci髇
#縉OMBRE?,2,Gran alcance,10,
#縉OMBRE?,3,Seguridad de la informaci贸n,6,
#縉OMBRE?,4,"Uso en gesti贸n p煤blica, salud, educaci贸n, trab eco",9,
#縉OMBRE?,5,Valorar su combinaci贸n con conocimientos de cada d,10,
#縉OMBRE?,1,marketing,0,
#縉OMBRE?,2,estad铆stica,10,Informaci髇
#縉OMBRE?,3,Privacidad,1,
#縉OMBRE?,4,software,5,
#縉OMBRE?,5,resultados,8,
#縉OMBRE?,1,Internet,9,
#縉OMBRE?,2,Sobre informaci贸n,3,
#縉OMBRE?,3,Accesibilidad,10,
#縉OMBRE?,4,Falsas noticias,0,
#縉OMBRE?,5,Ingenier铆a,8,
#縉OMBRE?,1,Informaci贸n ,7,Informaci髇
#縉OMBRE?,2,Control,3,Control
#縉OMBRE?,3,Tecnologia,5,Tecnolog韆
#縉OMBRE?,4,Gobierno,4,
#縉OMBRE?,5,Poder,4,Control
#縉OMBRE?,1,Estudio ,7,Informaci髇
#縉OMBRE?,2,Informaci贸n ,7,Informaci髇
#縉OMBRE?,3,An谩lisis ,9,Informaci髇
#縉OMBRE?,4,Personas,8,
#縉OMBRE?,5,Sociedad ,8,
#縉OMBRE?,1,Robotica,0,
#縉OMBRE?,2,Sustitucion trabajo  humano,0,
#縉OMBRE?,3,Facilitar,0,
#縉OMBRE?,4,Control,0,Control
#縉OMBRE?,5,Pobreza,0,
#縉OMBRE?,1,Erudito,5,
#縉OMBRE?,2,Cientifico,5,
#縉OMBRE?,3,Social,5,
#縉OMBRE?,4,Herramienta,5,
#縉OMBRE?,5,Bien personal,5,
#縉OMBRE?,1,Poder,10,Control
#縉OMBRE?,2,Salida laboral,10,Automatizaci髇
#縉OMBRE?,3,Sabidur铆a,10,
#縉OMBRE?,4,Esfuerzo,5,Automatizaci髇
#縉OMBRE?,5,Tiempo,5,Tecnolog韆
#縉OMBRE?,1,Datos,5,Informaci髇
#縉OMBRE?,2,Grande,8,
#縉OMBRE?,3,Agenda,6,
#縉OMBRE?,4,Tecnicismo ,5,
#縉OMBRE?,5,Informaci贸n ,5,Informaci髇
#縉OMBRE?,1,grande,10,
#縉OMBRE?,2,informacion,10,Informaci髇
#縉OMBRE?,3,datos,10,Informaci髇
#縉OMBRE?,4,apple,10,
#縉OMBRE?,5,informatica,10,Tecnolog韆
#縉OMBRE?,1,Big Mac,7,
#縉OMBRE?,2,Microsoft,8,
#縉OMBRE?,3,Apple ,8,
#縉OMBRE?,4,Silicon Valle,9,
#縉OMBRE?,5,Steve Jobs ,9,
#縉OMBRE?,1,Gran informaci贸n,4,
#縉OMBRE?,2,Hackeo de datos,10,
#縉OMBRE?,3,Manipulaci贸n de datos,10,
#縉OMBRE?,4,Proximidad para controlar,5,
#縉OMBRE?,5,Gran red de datos,5,
#縉OMBRE?,1,Gran conocimiento,10,
#縉OMBRE?,2,Grandes fechas,10,
#縉OMBRE?,3,Mucho saber,10,
#縉OMBRE?,4,Entender,10,
#縉OMBRE?,5,Saber,10,
#縉OMBRE?,1,Abre caminos,0,
#縉OMBRE?,2,D谩 libertad,0,
#縉OMBRE?,3,A veces es inaccesible para todos,10,
#縉OMBRE?,4,Es un derecho,0,
#縉OMBRE?,5,Tambi茅n es una obligaci贸n ,0,
#縉OMBRE?,1,Me suena a robots ,5,
#縉OMBRE?,2,Computadoras,0,
#縉OMBRE?,3,Me da miedo ,10,
#縉OMBRE?,4,Nos puede superar,10,
#縉OMBRE?,5,Es el futuro,5,
#縉OMBRE?,1,Control,3,Control
#縉OMBRE?,2,Negocio,3,
#縉OMBRE?,3,Accesibilidad,7,
#縉OMBRE?,4,Poder,4,Control
#縉OMBRE?,5,Informaci贸n,5,Informaci髇
#縉OMBRE?,1,Enciclopedia,10,
#縉OMBRE?,2,Libros,10,
#縉OMBRE?,3,Poder,10,Control
#縉OMBRE?,4,Inteligencia,10,
#縉OMBRE?,5,Sabidur铆a,10,
#縉OMBRE?,1,Datos,7,Informaci髇
#縉OMBRE?,2,Acumulaci贸n,2,
#縉OMBRE?,3,Almacenamiento,5,
#縉OMBRE?,4,Control,3,Control
#縉OMBRE?,5,Publico,0,
#縉OMBRE?,1,Computadoras,10,
#縉OMBRE?,2,Internet,10,
#縉OMBRE?,3,Rob贸tica,10,
#縉OMBRE?,4,Nuevo,5,
#縉OMBRE?,5,Tecnolog铆as,5,
#縉OMBRE?,1,Investigaci贸n,0,Medios
#縉OMBRE?,2,Compilaci贸n,0,
#縉OMBRE?,3,Muestreo,0,
#縉OMBRE?,4,Universo,0,
#縉OMBRE?,5,Base,0,
#縉OMBRE?,1,Patrones,10,
#縉OMBRE?,2,Estadisticas,10,Informaci髇
#縉OMBRE?,3,Analisis,10,
#縉OMBRE?,4,M谩quinas ,4,
#縉OMBRE?,5,Ciberhumanidad,0,
#縉OMBRE?,1,Educaci贸n,10,
#縉OMBRE?,2,Arte,5,
#縉OMBRE?,3,Cultura,5,Sociedad
#縉OMBRE?,4,Investigaci贸n,5,Medios
#縉OMBRE?,5,Explorar,5,
#縉OMBRE?,6,Construir,5,
#縉OMBRE?,7,Producir,5,
#縉OMBRE?,1,Libertad,10,Sociedad
#縉OMBRE?,2,Mejora,10,
#縉OMBRE?,3,Autonomia,10,
#縉OMBRE?,4,Independencia,10,
#縉OMBRE?,5,Conciencia,10,
#縉OMBRE?,1,Pensamiento ,10,
#縉OMBRE?,2,Computadoras ,8,
#縉OMBRE?,3,Tecnolog铆a ,5,Tecnolog韆
